,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
96,"Mon, Nov 14, 2022",7:00p,Toronto Raptors,115.0,Detroit Pistons,111.0,Box Score,,16988.0,Little Caesars Arena,
97,"Mon, Nov 14, 2022",7:00p,Charlotte Hornets,112.0,Orlando Magic,105.0,Box Score,,15018.0,Amway Center,
98,"Mon, Nov 14, 2022",7:30p,Oklahoma City Thunder,122.0,Boston Celtics,126.0,Box Score,,,TD Garden,
99,"Mon, Nov 14, 2022",7:30p,Phoenix Suns,112.0,Miami Heat,113.0,Box Score,,19600.0,FTX Arena,
100,"Mon, Nov 14, 2022",8:00p,Los Angeles Clippers,122.0,Houston Rockets,106.0,Box Score,,16098.0,Toyota Center,
101,"Mon, Nov 14, 2022",8:00p,Atlanta Hawks,121.0,Milwaukee Bucks,106.0,Box Score,,17341.0,Fiserv Forum,
102,"Mon, Nov 14, 2022",10:00p,San Antonio Spurs,95.0,Golden State Warriors,132.0,Box Score,,18064.0,Chase Center,
103,"Tue, Nov 15, 2022",7:30p,Memphis Grizzlies,102.0,New Orleans Pelicans,113.0,Box Score,,14032.0,Smoothie King Center,
104,"Tue, Nov 15, 2022",8:30p,Los Angeles Clippers,101.0,Dallas Mavericks,103.0,Box Score,,19810.0,American Airlines Center,
105,"Tue, Nov 15, 2022",9:00p,New York Knicks,118.0,Utah Jazz,111.0,Box Score,,18206.0,Vivint Arena,
106,"Tue, Nov 15, 2022",10:00p,San Antonio Spurs,110.0,Portland Trail Blazers,117.0,Box Score,,19012.0,Moda Center,
107,"Tue, Nov 15, 2022",10:00p,Brooklyn Nets,121.0,Sacramento Kings,153.0,Box Score,,17611.0,Golden 1 Center,
108,"Wed, Nov 16, 2022",7:00p,Indiana Pacers,125.0,Charlotte Hornets,113.0,Box Score,,14756.0,Spectrum Center,
109,"Wed, Nov 16, 2022",7:00p,Minnesota Timberwolves,126.0,Orlando Magic,108.0,Box Score,,16527.0,Amway Center,
110,"Wed, Nov 16, 2022",7:00p,Oklahoma City Thunder,121.0,Washington Wizards,120.0,Box Score,,12630.0,Capital One Arena,
111,"Wed, Nov 16, 2022",7:30p,Boston Celtics,126.0,Atlanta Hawks,101.0,Box Score,,18165.0,State Farm Arena,
112,"Wed, Nov 16, 2022",7:30p,Miami Heat,104.0,Toronto Raptors,112.0,Box Score,,19800.0,Scotiabank Arena,
113,"Wed, Nov 16, 2022",8:00p,Cleveland Cavaliers,98.0,Milwaukee Bucks,113.0,Box Score,,17341.0,Fiserv Forum,
114,"Wed, Nov 16, 2022",8:00p,Chicago Bulls,110.0,New Orleans Pelicans,124.0,Box Score,,14658.0,Smoothie King Center,
115,"Wed, Nov 16, 2022",8:30p,Houston Rockets,101.0,Dallas Mavericks,92.0,Box Score,,19602.0,American Airlines Center,
116,"Wed, Nov 16, 2022",10:00p,New York Knicks,106.0,Denver Nuggets,103.0,Box Score,,18210.0,Ball Arena,
117,"Wed, Nov 16, 2022",10:00p,Golden State Warriors,119.0,Phoenix Suns,130.0,Box Score,,17071.0,Footprint Center,
118,"Thu, Nov 17, 2022",10:00p,Brooklyn Nets,109.0,Portland Trail Blazers,107.0,Box Score,,19393.0,Moda Center,
119,"Thu, Nov 17, 2022",10:00p,San Antonio Spurs,112.0,Sacramento Kings,130.0,Box Score,,16522.0,Golden 1 Center,
120,"Thu, Nov 17, 2022",10:30p,Detroit Pistons,91.0,Los Angeles Clippers,96.0,Box Score,,17822.0,Crypto.com Arena,
121,"Fri, Nov 18, 2022",7:00p,Miami Heat,106.0,Washington Wizards,107.0,Box Score,OT,18772.0,Capital One Arena,
122,"Fri, Nov 18, 2022",7:30p,Charlotte Hornets,122.0,Cleveland Cavaliers,132.0,Box Score,2OT,19432.0,Rocket Mortgage Fieldhouse,
123,"Fri, Nov 18, 2022",7:30p,Milwaukee Bucks,102.0,Philadelphia 76ers,110.0,Box Score,,19769.0,Wells Fargo Center,
124,"Fri, Nov 18, 2022",8:00p,Orlando Magic,108.0,Chicago Bulls,107.0,Box Score,,21031.0,United Center,
125,"Fri, Nov 18, 2022",8:00p,Indiana Pacers,99.0,Houston Rockets,91.0,Box Score,,15882.0,Toyota Center,
126,"Fri, Nov 18, 2022",8:00p,Oklahoma City Thunder,110.0,Memphis Grizzlies,121.0,Box Score,,17324.0,FedEx Forum,
127,"Fri, Nov 18, 2022",8:30p,Denver Nuggets,99.0,Dallas Mavericks,127.0,Box Score,,20135.0,American Airlines Center,
128,"Fri, Nov 18, 2022",8:30p,Boston Celtics,117.0,New Orleans Pelicans,109.0,Box Score,,17828.0,Smoothie King Center,
129,"Fri, Nov 18, 2022",9:00p,Phoenix Suns,133.0,Utah Jazz,134.0,Box Score,,18206.0,Vivint Arena,
130,"Fri, Nov 18, 2022",10:00p,New York Knicks,101.0,Golden State Warriors,111.0,Box Score,,18064.0,Chase Center,
131,"Fri, Nov 18, 2022",10:30p,Detroit Pistons,121.0,Los Angeles Lakers,128.0,Box Score,,18095.0,Crypto.com Arena,
132,"Sat, Nov 19, 2022",6:00p,Toronto Raptors,122.0,Atlanta Hawks,124.0,Box Score,OT,18051.0,State Farm Arena,
133,"Sat, Nov 19, 2022",7:00p,Orlando Magic,113.0,Indiana Pacers,114.0,Box Score,,14478.0,Gainbridge Fieldhouse,
134,"Sat, Nov 19, 2022",7:30p,Minnesota Timberwolves,112.0,Philadelphia 76ers,109.0,Box Score,,20515.0,Wells Fargo Center,
135,"Sat, Nov 19, 2022",10:00p,Utah Jazz,118.0,Portland Trail Blazers,113.0,Box Score,,19595.0,Moda Center,
136,"Sat, Nov 19, 2022",10:30p,San Antonio Spurs,97.0,Los Angeles Clippers,119.0,Box Score,,18581.0,Crypto.com Arena,
137,"Sun, Nov 20, 2022",3:30p,New York Knicks,95.0,Phoenix Suns,116.0,Box Score,,17071.0,Footprint Center,
138,"Sun, Nov 20, 2022",6:00p,Detroit Pistons,129.0,Sacramento Kings,137.0,Box Score,,17866.0,Golden 1 Center,
139,"Sun, Nov 20, 2022",6:00p,Charlotte Hornets,102.0,Washington Wizards,106.0,Box Score,,14289.0,Capital One Arena,
140,"Sun, Nov 20, 2022",7:00p,Memphis Grizzlies,115.0,Brooklyn Nets,127.0,Box Score,,18241.0,Barclays Center,
141,"Sun, Nov 20, 2022",7:00p,Miami Heat,87.0,Cleveland Cavaliers,113.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
142,"Sun, Nov 20, 2022",7:00p,Golden State Warriors,127.0,Houston Rockets,120.0,Box Score,,18055.0,Toyota Center,
143,"Sun, Nov 20, 2022",7:30p,Denver Nuggets,98.0,Dallas Mavericks,97.0,Box Score,,20244.0,American Airlines Center,
144,"Sun, Nov 20, 2022",9:30p,San Antonio Spurs,92.0,Los Angeles Lakers,123.0,Box Score,,18211.0,Crypto.com Arena,
145,"Mon, Nov 21, 2022",7:00p,Atlanta Hawks,102.0,Cleveland Cavaliers,114.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
146,"Mon, Nov 21, 2022",7:00p,Orlando Magic,102.0,Indiana Pacers,123.0,Box Score,,14029.0,Gainbridge Fieldhouse,
147,"Mon, Nov 21, 2022",8:00p,Boston Celtics,107.0,Chicago Bulls,121.0,Box Score,,20786.0,United Center,
148,"Mon, Nov 21, 2022",8:00p,Portland Trail Blazers,111.0,Milwaukee Bucks,119.0,Box Score,,17341.0,Fiserv Forum,
149,"Mon, Nov 21, 2022",8:00p,Miami Heat,101.0,Minnesota Timberwolves,105.0,Box Score,,16583.0,Target Center,
150,"Mon, Nov 21, 2022",8:00p,Golden State Warriors,83.0,New Orleans Pelicans,128.0,Box Score,,18589.0,Smoothie King Center,
151,"Mon, Nov 21, 2022",8:00p,New York Knicks,129.0,Oklahoma City Thunder,119.0,Box Score,,15079.0,Paycom Center,
152,"Mon, Nov 21, 2022",10:30p,Utah Jazz,114.0,Los Angeles Clippers,121.0,Box Score,,19068.0,Crypto.com Arena,
153,"Tue, Nov 22, 2022",7:30p,Brooklyn Nets,106.0,Philadelphia 76ers,115.0,Box Score,,20184.0,Wells Fargo Center,
154,"Tue, Nov 22, 2022",8:00p,Sacramento Kings,113.0,Memphis Grizzlies,109.0,Box Score,,16826.0,FedEx Forum,
155,"Tue, Nov 22, 2022",9:00p,Detroit Pistons,110.0,Denver Nuggets,108.0,Box Score,,19635.0,Ball Arena,
156,"Tue, Nov 22, 2022",10:00p,Los Angeles Lakers,105.0,Phoenix Suns,115.0,Box Score,,17071.0,Footprint Center,
157,"Wed, Nov 23, 2022",7:00p,Philadelphia 76ers,101.0,Charlotte Hornets,107.0,Box Score,,16910.0,Spectrum Center,
158,"Wed, Nov 23, 2022",7:00p,Portland Trail Blazers,96.0,Cleveland Cavaliers,114.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
159,"Wed, Nov 23, 2022",7:00p,Minnesota Timberwolves,115.0,Indiana Pacers,101.0,Box Score,,15751.0,Gainbridge Fieldhouse,
160,"Wed, Nov 23, 2022",7:30p,Sacramento Kings,106.0,Atlanta Hawks,115.0,Box Score,,18173.0,State Farm Arena,
161,"Wed, Nov 23, 2022",7:30p,Dallas Mavericks,112.0,Boston Celtics,125.0,Box Score,,19156.0,TD Garden,
162,"Wed, Nov 23, 2022",7:30p,Washington Wizards,105.0,Miami Heat,113.0,Box Score,,19600.0,FTX Arena,
163,"Wed, Nov 23, 2022",7:30p,Brooklyn Nets,112.0,Toronto Raptors,98.0,Box Score,,19800.0,Scotiabank Arena,
164,"Wed, Nov 23, 2022",8:00p,Chicago Bulls,118.0,Milwaukee Bucks,113.0,Box Score,,17341.0,Fiserv Forum,
165,"Wed, Nov 23, 2022",8:00p,Denver Nuggets,131.0,Oklahoma City Thunder,126.0,Box Score,OT,13656.0,Paycom Center,
166,"Wed, Nov 23, 2022",8:00p,New Orleans Pelicans,129.0,San Antonio Spurs,110.0,Box Score,,14947.0,AT&T Center,
167,"Wed, Nov 23, 2022",9:00p,Detroit Pistons,125.0,Utah Jazz,116.0,Box Score,,18206.0,Vivint Arena,
168,"Wed, Nov 23, 2022",10:00p,Los Angeles Clippers,107.0,Golden State Warriors,124.0,Box Score,,18064.0,Chase Center,
169,"Fri, Nov 25, 2022",5:00p,Minnesota Timberwolves,108.0,Charlotte Hornets,110.0,Box Score,,17924.0,Spectrum Center,
170,"Fri, Nov 25, 2022",7:00p,Philadelphia 76ers,107.0,Orlando Magic,99.0,Box Score,,15384.0,Amway Center,
171,"Fri, Nov 25, 2022",7:30p,Portland Trail Blazers,132.0,New York Knicks,129.0,Box Score,OT,19812.0,Madison Square Garden (IV),
172,"Fri, Nov 25, 2022",8:00p,Sacramento Kings,104.0,Boston Celtics,122.0,Box Score,,19156.0,TD Garden,
173,"Fri, Nov 25, 2022",8:00p,Atlanta Hawks,122.0,Houston Rockets,128.0,Box Score,,16669.0,Toyota Center,
174,"Fri, Nov 25, 2022",8:00p,Brooklyn Nets,117.0,Indiana Pacers,128.0,Box Score,,15404.0,Gainbridge Fieldhouse,
175,"Fri, Nov 25, 2022",8:00p,New Orleans Pelicans,111.0,Memphis Grizzlies,132.0,Box Score,,17794.0,FedEx Forum,
176,"Fri, Nov 25, 2022",8:00p,Washington Wizards,107.0,Miami Heat,110.0,Box Score,,19600.0,FTX Arena,
177,"Fri, Nov 25, 2022",8:00p,Cleveland Cavaliers,102.0,Milwaukee Bucks,117.0,Box Score,,17447.0,Fiserv Forum,
178,"Fri, Nov 25, 2022",8:00p,Chicago Bulls,119.0,Oklahoma City Thunder,123.0,Box Score,OT,16082.0,Paycom Center,
179,"Fri, Nov 25, 2022",8:00p,Los Angeles Lakers,105.0,San Antonio Spurs,94.0,Box Score,,18354.0,AT&T Center,
180,"Fri, Nov 25, 2022",9:00p,Detroit Pistons,102.0,Phoenix Suns,108.0,Box Score,,17071.0,Footprint Center,
181,"Fri, Nov 25, 2022",10:00p,Utah Jazz,118.0,Golden State Warriors,129.0,Box Score,,18064.0,Chase Center,
182,"Fri, Nov 25, 2022",10:30p,Denver Nuggets,114.0,Los Angeles Clippers,104.0,Box Score,,16559.0,Crypto.com Arena,
183,"Sat, Nov 26, 2022",5:00p,Dallas Mavericks,100.0,Toronto Raptors,105.0,Box Score,,19800.0,Scotiabank Arena,
184,"Sat, Nov 26, 2022",8:00p,Oklahoma City Thunder,105.0,Houston Rockets,118.0,Box Score,,15151.0,Toyota Center,
185,"Sat, Nov 26, 2022",8:00p,Los Angeles Lakers,143.0,San Antonio Spurs,138.0,Box Score,,18354.0,AT&T Center,
186,"Sat, Nov 26, 2022",9:00p,Utah Jazz,112.0,Phoenix Suns,113.0,Box Score,,17071.0,Footprint Center,
187,"Sun, Nov 27, 2022",3:00p,Portland Trail Blazers,97.0,Brooklyn Nets,111.0,Box Score,,17732.0,Barclays Center,
188,"Sun, Nov 27, 2022",3:30p,Golden State Warriors,137.0,Minnesota Timberwolves,114.0,Box Score,,17136.0,Target Center,
189,"Sun, Nov 27, 2022",4:00p,Indiana Pacers,100.0,Los Angeles Clippers,114.0,Box Score,,16805.0,Crypto.com Arena,
190,"Sun, Nov 27, 2022",5:00p,Miami Heat,106.0,Atlanta Hawks,98.0,Box Score,,17268.0,State Farm Arena,
191,"Sun, Nov 27, 2022",6:00p,Washington Wizards,121.0,Boston Celtics,130.0,Box Score,,19156.0,TD Garden,
192,"Sun, Nov 27, 2022",6:00p,Cleveland Cavaliers,102.0,Detroit Pistons,94.0,Box Score,,18240.0,Little Caesars Arena,
193,"Sun, Nov 27, 2022",6:00p,Memphis Grizzlies,127.0,New York Knicks,123.0,Box Score,,19524.0,Madison Square Garden (IV),
194,"Sun, Nov 27, 2022",6:00p,Philadelphia 76ers,133.0,Orlando Magic,103.0,Box Score,,16218.0,Amway Center,
195,"Sun, Nov 27, 2022",8:00p,Dallas Mavericks,115.0,Milwaukee Bucks,124.0,Box Score,,17341.0,Fiserv Forum,
196,"Mon, Nov 28, 2022",7:00p,Atlanta Hawks,101.0,Philadelphia 76ers,104.0,Box Score,,19778.0,Wells Fargo Center,
197,"Mon, Nov 28, 2022",7:00p,Minnesota Timberwolves,127.0,Washington Wizards,142.0,Box Score,,13515.0,Capital One Arena,
198,"Mon, Nov 28, 2022",7:30p,Charlotte Hornets,105.0,Boston Celtics,140.0,Box Score,,19156.0,TD Garden,
199,"Mon, Nov 28, 2022",7:30p,Orlando Magic,102.0,Brooklyn Nets,109.0,Box Score,,15704.0,Barclays Center,
200,"Mon, Nov 28, 2022",7:30p,Cleveland Cavaliers,88.0,Toronto Raptors,100.0,Box Score,,19800.0,Scotiabank Arena,
201,"Mon, Nov 28, 2022",8:00p,Oklahoma City Thunder,101.0,New Orleans Pelicans,105.0,Box Score,,13109.0,Smoothie King Center,
202,"Mon, Nov 28, 2022",9:00p,Houston Rockets,113.0,Denver Nuggets,129.0,Box Score,,16027.0,Ball Arena,
203,"Mon, Nov 28, 2022",9:00p,Chicago Bulls,114.0,Utah Jazz,107.0,Box Score,,18206.0,Vivint Arena,
204,"Mon, Nov 28, 2022",10:00p,Phoenix Suns,122.0,Sacramento Kings,117.0,Box Score,,16407.0,Golden 1 Center,
205,"Mon, Nov 28, 2022",10:30p,Indiana Pacers,116.0,Los Angeles Lakers,115.0,Box Score,,16034.0,Crypto.com Arena,
206,"Tue, Nov 29, 2022",7:00p,New York Knicks,140.0,Detroit Pistons,110.0,Box Score,,14864.0,Little Caesars Arena,
207,"Tue, Nov 29, 2022",7:30p,Golden State Warriors,113.0,Dallas Mavericks,116.0,Box Score,,20277.0,American Airlines Center,
208,"Tue, Nov 29, 2022",10:00p,Los Angeles Clippers,118.0,Portland Trail Blazers,112.0,Box Score,,17251.0,Moda Center,
209,"Wed, Nov 30, 2022",7:00p,Philadelphia 76ers,85.0,Cleveland Cavaliers,113.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
210,"Wed, Nov 30, 2022",7:00p,Atlanta Hawks,125.0,Orlando Magic,108.0,Box Score,,15344.0,Amway Center,
211,"Wed, Nov 30, 2022",7:30p,Miami Heat,121.0,Boston Celtics,134.0,Box Score,,19156.0,TD Garden,
212,"Wed, Nov 30, 2022",7:30p,Washington Wizards,107.0,Brooklyn Nets,113.0,Box Score,,15963.0,Barclays Center,
213,"Wed, Nov 30, 2022",7:30p,Milwaukee Bucks,109.0,New York Knicks,103.0,Box Score,,17277.0,Madison Square Garden (IV),
214,"Wed, Nov 30, 2022",8:00p,Memphis Grizzlies,101.0,Minnesota Timberwolves,109.0,Box Score,,15980.0,Target Center,
215,"Wed, Nov 30, 2022",8:00p,Toronto Raptors,108.0,New Orleans Pelicans,126.0,Box Score,,14845.0,Smoothie King Center,
216,"Wed, Nov 30, 2022",8:00p,San Antonio Spurs,111.0,Oklahoma City Thunder,119.0,Box Score,,15605.0,Paycom Center,
217,"Wed, Nov 30, 2022",9:00p,Houston Rockets,100.0,Denver Nuggets,120.0,Box Score,,16286.0,Ball Arena,
218,"Wed, Nov 30, 2022",9:00p,Chicago Bulls,113.0,Phoenix Suns,132.0,Box Score,,17071.0,Footprint Center,
219,"Wed, Nov 30, 2022",9:00p,Los Angeles Clippers,112.0,Utah Jazz,125.0,Box Score,,18206.0,Vivint Arena,
220,"Wed, Nov 30, 2022",10:00p,Indiana Pacers,114.0,Sacramento Kings,137.0,Box Score,,17611.0,Golden 1 Center,
221,"Wed, Nov 30, 2022",10:30p,Portland Trail Blazers,109.0,Los Angeles Lakers,128.0,Box Score,,18560.0,Crypto.com Arena,
0,"Thu, Dec 1, 2022",7:00p,Dallas Mavericks,125.0,Detroit Pistons,131.0,Box Score,OT,18106.0,Little Caesars Arena,
1,"Fri, Dec 2, 2022",7:00p,Washington Wizards,116.0,Charlotte Hornets,117.0,Box Score,,15231.0,Spectrum Center,
2,"Fri, Dec 2, 2022",7:30p,Denver Nuggets,109.0,Atlanta Hawks,117.0,Box Score,,16974.0,State Farm Arena,
3,"Fri, Dec 2, 2022",7:30p,Miami Heat,120.0,Boston Celtics,116.0,Box Score,OT,19156.0,TD Garden,
4,"Fri, Dec 2, 2022",7:30p,Toronto Raptors,105.0,Brooklyn Nets,114.0,Box Score,,17732.0,Barclays Center,
5,"Fri, Dec 2, 2022",7:30p,Orlando Magic,96.0,Cleveland Cavaliers,107.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
6,"Fri, Dec 2, 2022",7:30p,Los Angeles Lakers,133.0,Milwaukee Bucks,129.0,Box Score,,17938.0,Fiserv Forum,
7,"Fri, Dec 2, 2022",8:00p,Philadelphia 76ers,109.0,Memphis Grizzlies,117.0,Box Score,,17022.0,FedEx Forum,
8,"Fri, Dec 2, 2022",8:00p,New Orleans Pelicans,117.0,San Antonio Spurs,99.0,Box Score,,17202.0,AT&T Center,
9,"Fri, Dec 2, 2022",9:00p,Houston Rockets,122.0,Phoenix Suns,121.0,Box Score,,17071.0,Footprint Center,
10,"Fri, Dec 2, 2022",9:00p,Indiana Pacers,119.0,Utah Jazz,139.0,Box Score,,18206.0,Vivint Arena,
11,"Fri, Dec 2, 2022",10:00p,Chicago Bulls,111.0,Golden State Warriors,119.0,Box Score,,18064.0,Chase Center,
12,"Sat, Dec 3, 2022",12:30p,Dallas Mavericks,121.0,New York Knicks,100.0,Box Score,,18319.0,Madison Square Garden (IV),
13,"Sat, Dec 3, 2022",4:00p,Sacramento Kings,123.0,Los Angeles Clippers,96.0,Box Score,,16587.0,Crypto.com Arena,
14,"Sat, Dec 3, 2022",6:00p,Milwaukee Bucks,105.0,Charlotte Hornets,96.0,Box Score,,18128.0,Spectrum Center,
15,"Sat, Dec 3, 2022",8:00p,Oklahoma City Thunder,135.0,Minnesota Timberwolves,128.0,Box Score,,17136.0,Target Center,
16,"Sat, Dec 3, 2022",8:00p,Orlando Magic,108.0,Toronto Raptors,121.0,Box Score,,19800.0,Scotiabank Arena,
17,"Sat, Dec 3, 2022",8:30p,Houston Rockets,101.0,Golden State Warriors,120.0,Box Score,,18064.0,Chase Center,
18,"Sat, Dec 3, 2022",9:00p,Portland Trail Blazers,116.0,Utah Jazz,111.0,Box Score,,18206.0,Vivint Arena,
19,"Sun, Dec 4, 2022",3:30p,Denver Nuggets,106.0,New Orleans Pelicans,121.0,Box Score,,15658.0,Smoothie King Center,
20,"Sun, Dec 4, 2022",4:00p,Phoenix Suns,133.0,San Antonio Spurs,95.0,Box Score,,16409.0,AT&T Center,
21,"Sun, Dec 4, 2022",6:00p,Boston Celtics,103.0,Brooklyn Nets,92.0,Box Score,,18043.0,Barclays Center,
22,"Sun, Dec 4, 2022",6:00p,Memphis Grizzlies,122.0,Detroit Pistons,112.0,Box Score,,20088.0,Little Caesars Arena,
23,"Sun, Dec 4, 2022",6:00p,Cleveland Cavaliers,81.0,New York Knicks,92.0,Box Score,,19007.0,Madison Square Garden (IV),
24,"Sun, Dec 4, 2022",6:00p,Chicago Bulls,101.0,Sacramento Kings,110.0,Box Score,,17611.0,Golden 1 Center,
25,"Sun, Dec 4, 2022",6:00p,Los Angeles Lakers,130.0,Washington Wizards,119.0,Box Score,,19647.0,Capital One Arena,
26,"Sun, Dec 4, 2022",9:00p,Indiana Pacers,100.0,Portland Trail Blazers,116.0,Box Score,,17479.0,Moda Center,
27,"Mon, Dec 5, 2022",7:00p,Los Angeles Clippers,119.0,Charlotte Hornets,117.0,Box Score,,13945.0,Spectrum Center,
28,"Mon, Dec 5, 2022",7:00p,Milwaukee Bucks,109.0,Orlando Magic,102.0,Box Score,,16174.0,Amway Center,
29,"Mon, Dec 5, 2022",7:30p,Oklahoma City Thunder,121.0,Atlanta Hawks,114.0,Box Score,,16301.0,State Farm Arena,
30,"Mon, Dec 5, 2022",7:30p,Boston Celtics,116.0,Toronto Raptors,110.0,Box Score,,19800.0,Scotiabank Arena,
31,"Mon, Dec 5, 2022",8:00p,Philadelphia 76ers,123.0,Houston Rockets,132.0,Box Score,2OT,15331.0,Toyota Center,
32,"Mon, Dec 5, 2022",8:00p,Miami Heat,93.0,Memphis Grizzlies,101.0,Box Score,,16122.0,FedEx Forum,
33,"Mon, Dec 5, 2022",8:30p,Phoenix Suns,111.0,Dallas Mavericks,130.0,Box Score,,20227.0,American Airlines Center,
34,"Mon, Dec 5, 2022",10:00p,Indiana Pacers,112.0,Golden State Warriors,104.0,Box Score,,18064.0,Chase Center,
35,"Tue, Dec 6, 2022",7:30p,Los Angeles Lakers,102.0,Cleveland Cavaliers,116.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
36,"Tue, Dec 6, 2022",7:30p,Detroit Pistons,116.0,Miami Heat,96.0,Box Score,,19600.0,FTX Arena,
37,"Tue, Dec 6, 2022",10:00p,Dallas Mavericks,116.0,Denver Nuggets,115.0,Box Score,,19520.0,Ball Arena,
38,"Wed, Dec 7, 2022",7:00p,Los Angeles Clippers,111.0,Orlando Magic,116.0,Box Score,OT,14429.0,Amway Center,
39,"Wed, Dec 7, 2022",7:30p,Charlotte Hornets,116.0,Brooklyn Nets,122.0,Box Score,,16903.0,Barclays Center,
40,"Wed, Dec 7, 2022",7:30p,Atlanta Hawks,89.0,New York Knicks,113.0,Box Score,,18091.0,Madison Square Garden (IV),
41,"Wed, Dec 7, 2022",7:30p,Los Angeles Lakers,113.0,Toronto Raptors,126.0,Box Score,,19800.0,Scotiabank Arena,
42,"Wed, Dec 7, 2022",8:00p,Washington Wizards,111.0,Chicago Bulls,115.0,Box Score,,19265.0,United Center,
43,"Wed, Dec 7, 2022",8:00p,Oklahoma City Thunder,102.0,Memphis Grizzlies,123.0,Box Score,,15942.0,FedEx Forum,
44,"Wed, Dec 7, 2022",8:00p,Sacramento Kings,113.0,Milwaukee Bucks,126.0,Box Score,,17341.0,Fiserv Forum,
45,"Wed, Dec 7, 2022",8:00p,Indiana Pacers,115.0,Minnesota Timberwolves,121.0,Box Score,,15472.0,Target Center,
46,"Wed, Dec 7, 2022",8:00p,Detroit Pistons,98.0,New Orleans Pelicans,104.0,Box Score,,14073.0,Smoothie King Center,
47,"Wed, Dec 7, 2022",9:00p,Golden State Warriors,123.0,Utah Jazz,124.0,Box Score,,18206.0,Vivint Arena,
48,"Wed, Dec 7, 2022",10:00p,Boston Celtics,125.0,Phoenix Suns,98.0,Box Score,,17071.0,Footprint Center,
49,"Thu, Dec 8, 2022",7:30p,Los Angeles Clippers,110.0,Miami Heat,115.0,Box Score,,19600.0,FTX Arena,
50,"Thu, Dec 8, 2022",8:30p,Houston Rockets,109.0,San Antonio Spurs,118.0,Box Score,,13140.0,AT&T Center,
51,"Thu, Dec 8, 2022",10:00p,Denver Nuggets,121.0,Portland Trail Blazers,120.0,Box Score,,18189.0,Moda Center,
52,"Fri, Dec 9, 2022",7:00p,New York Knicks,121.0,Charlotte Hornets,102.0,Box Score,,17696.0,Spectrum Center,
53,"Fri, Dec 9, 2022",7:00p,Washington Wizards,111.0,Indiana Pacers,121.0,Box Score,,15039.0,Gainbridge Fieldhouse,
54,"Fri, Dec 9, 2022",7:00p,Toronto Raptors,109.0,Orlando Magic,113.0,Box Score,,17008.0,Amway Center,
55,"Fri, Dec 9, 2022",7:30p,Atlanta Hawks,116.0,Brooklyn Nets,120.0,Box Score,,18072.0,Barclays Center,
56,"Fri, Dec 9, 2022",7:30p,Sacramento Kings,106.0,Cleveland Cavaliers,95.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
57,"Fri, Dec 9, 2022",7:30p,Los Angeles Lakers,122.0,Philadelphia 76ers,133.0,Box Score,OT,20852.0,Wells Fargo Center,
58,"Fri, Dec 9, 2022",8:00p,Detroit Pistons,103.0,Memphis Grizzlies,114.0,Box Score,,17103.0,FedEx Forum,
59,"Fri, Dec 9, 2022",8:30p,Phoenix Suns,117.0,New Orleans Pelicans,128.0,Box Score,,16381.0,Smoothie King Center,
60,"Fri, Dec 9, 2022",9:00p,Minnesota Timberwolves,118.0,Utah Jazz,108.0,Box Score,,18206.0,Vivint Arena,
61,"Fri, Dec 9, 2022",10:00p,Milwaukee Bucks,106.0,Dallas Mavericks,105.0,Box Score,,20277.0,American Airlines Center,
62,"Sat, Dec 10, 2022",5:00p,San Antonio Spurs,115.0,Miami Heat,111.0,Box Score,,19600.0,FTX Arena,
63,"Sat, Dec 10, 2022",7:00p,Brooklyn Nets,136.0,Indiana Pacers,133.0,Box Score,,14280.0,Gainbridge Fieldhouse,
64,"Sat, Dec 10, 2022",7:00p,Los Angeles Clippers,114.0,Washington Wizards,107.0,Box Score,,18404.0,Capital One Arena,
65,"Sat, Dec 10, 2022",7:30p,Oklahoma City Thunder,102.0,Cleveland Cavaliers,110.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
66,"Sat, Dec 10, 2022",8:00p,Dallas Mavericks,115.0,Chicago Bulls,144.0,Box Score,,19528.0,United Center,
67,"Sat, Dec 10, 2022",8:30p,Boston Celtics,107.0,Golden State Warriors,123.0,Box Score,,18064.0,Chase Center,
68,"Sat, Dec 10, 2022",9:00p,Utah Jazz,110.0,Denver Nuggets,115.0,Box Score,,19636.0,Ball Arena,
69,"Sat, Dec 10, 2022",10:00p,Minnesota Timberwolves,118.0,Portland Trail Blazers,124.0,Box Score,,18324.0,Moda Center,
70,"Sun, Dec 11, 2022",3:30p,Phoenix Suns,124.0,New Orleans Pelicans,129.0,Box Score,OT,18681.0,Smoothie King Center,
71,"Sun, Dec 11, 2022",6:00p,Los Angeles Lakers,124.0,Detroit Pistons,117.0,Box Score,,20190.0,Little Caesars Arena,
72,"Sun, Dec 11, 2022",6:00p,Sacramento Kings,99.0,New York Knicks,112.0,Box Score,,19812.0,Madison Square Garden (IV),
